,review_body,headline,rating_value
4354,Der Umzug auf ING hat erfreulich gut über die App geklappt. Einen persönlichen Anspechpartner ans Telefon zu bekommen ist allerdings schwierig. Besonders am Wochenende. ,Der Umzug auf ING hat erfreulich gut…,5
4355,"Ich wollte mir ein Konto machen mit 200€ Startguthaben. Mir wurden Briefe geschickt, wo ich Einkommensnachweise erbringen muss, um  bestimmte Vorteile freizuschalten, die ich sowieso nicht brauche da ich unter 28 bin. Auf meine E-Mails gab es bisher keine Antwort.",Ich wollte mir ein Konto machen mit…,1
4356,Ich hatte ein Problem mit zwei Abbuchungen auf meiner Kreditkarte. Ein Anruf bei der ING war hilfreich und ich hatte Widerspruch eingelegt. Das Problem war innerhalb von 48 Stunden erledigt. - Das hat mich positiv überrascht.,Prompte Hilfe…,5
4357,"Tatsächlich ist es ziemlich nervig, überhaupt erst einmal zu dem Punkt zu gelangen, wo man endlich telefonisch einen Ansprechpartner kontaktieren kann! Manche Sachen erklärt nämlich leider weder der ""Hilfeassistent"", noch der FAQ Bereich hinreichend. Wenn man dann endlich mal einen Ansprechpartner am Telefon hat, dann ist die Hilfestellung tatsächlich super! Wie dem auch sei, die Erreichbarkeit eines Kundenberaters sollte auch bei Internetbanken unbedingt verbessert werden!!!","Hilfe Top, Erreichbarkeit unzureichend",3
4358,Nicht sehr hilfsbereit gewesen. Letztendlich war mein Problem trotz einiger Hürden gelöst worden.,Lehrerhaftes Getue ,3
4359,Super nettes Gespräch und mir wurde sofort geholfen. Wartezeit lag bei 5 Minutrn.,Super nettes Gespräch,5
4360,Man wartet als ING Bestandskunde mit einer Positiven Kredit Vorprüfung über 2 Wochen auf eine abschließende Privatkreditvergabe um dann eine unerklärliche Absage zu erhalten. Die Mitarbeiter im Telefonseevice sind einfach schlecht. ,Man wartet als ING Bestandskunde mit…,1
4361,Einfache übersichtliche Matrix zur Bearbeitung der Daten . ,Einfache übersichtliche Matrix zur…,4
4362,"Schnelle Kontoeröffnung, übersichtliche App und ein gutes Preis-/Leistungsverhältnis. ",Schnelle Kontoeröffnung,5
4363,Sehr guter und freundlicher Service. Danke für die Hilfe! ,Sehr hilfsbereiter Service ,5
4364,Super das es geklappt hat 👍😃,Super das es geklappt hat 👍😃,5
4365,Ich bin sehr zufrieden mit der ING Diba da ich bei einem Betrugsversuch sofortige Hilfe erhalten habe und größerer Schaden abgewendet wurde. Vielen lieben Dank den Kompetenten Mitarbeitern der Bank. ING Diba 👍👍👍,Ich bin sehr zufrieden mit der ING Diba…,5
4366,Der Service ist sehr freundlich und man kümmert sich um einem.,Der Service ist Top👍,4
4367,"Unglaublicher Kundenservice in der heutigen Zeit.Von meinem Konto wurde über die Visa Karte ein Betrag abgebucht von einer mir unbekannten Person oder Firma. Nachdem ich das meldete, kam der Betrag nach 2 Tagen zurück und eine neue Visakarte wurde auch gleich beantragt. Alles per Telefon und total unkompliziert. Dieser Service war eine erfreuliche Erfahrung und erzeugt 100% Vertrauen!",Super Kundenservice ,5
4368,"Sie sind großartig!!! Danke, das ist wirkliche Hilfe!Die Sparkasse Freiburg hat nicht gut reagiert, ich habe an einem kaputten Geldautomaten versucht, Geld abzuheben, das Geld wurde trotzdem abgebucht. Das ist nun 14 Tage her, und ich warte immer noch auf mein Geld. Danke für Ihre tolle Unterstützung.Elke Seifert",Sie sind großartig!!,5
4369,"Ich bin auf eine Fake Seite reingefallen, da wurde über die Visa Karte Geld abgebucht. Das hat die ING Diba sofort zurück geholt. Meine alte wurde Karte gelöscht und kostenlos eine neue ausgestellt. Die Kundenberaterin am Telefon war sehr sehr freundlich und hat mir super geholfen! So muss Service sein, besser kann man es nicht machen!!!!",Ich bin auf eine Fake Seite…,5
4370,Sehr nettes und hilfreiches Gespräch ,Sehr nettes und hilfreiches Gespräch,5
4371,"Kompetente Hilfe:Heute eine der besten Kundenbetreuerinnen am Telefon gehabt seit langem. Wir hatten ein Problem mit Haken und Ösen, das schnell erkannt und gut erklärt und dann gelöst wurde. Dabei gab es noch viele gute Informationen.Selten hat sich ein Telefonat so gelohnt.",Kompetente Hilfe:,5
4372,Sehr nett Qualifiziert und sehr hilfsbereit,Sehr nett Qualifiziert und sehr…,5
4373,Der Wechsel zur ING war mit Hilfe des Kontowechselservice unproblematisch und die App ist sehr benutzerfreundlich. Das Servicepersonal ist sehr freundlich und hilfsbereit. Ich kann die Bank nur weiterempfehlen!,Rundum zufrieden,5
4374,"Alles bestens, sofortige Zusage und sehr schnelle Bearbeitung.",Alles bestens,5
4375,"Super KundenserviceVon meinem Konto wurden 5 Abbuchungen im Januar 2025 von fremden Personen vorgenommen, die ich nicht veranlasst habe. Nach der Beanstandung dieser falschen Buchungen und nach Ihrer zeitnahen schriftlichen Mitteilungen in mein Postfach wurden die Beträge sofort zurück erstattet. Vielen DankEs erhebt sich allerdings die Frage, wie das passieren konnte. Gibt es ein Datenleck bei mir? MfG  ",Super Kundenservice,5
4376,Habe Girokonto eröffnet bekam auch Karten aber das Konto ist nicht auf meiner APPTelefonisch ist es Unding einen Berater  telefonisch zu erreichenWahrscheinlich gehe ich wieder zu meiner Hausbank zurück,Mir ist schleierhaft wie die ING zur…,2
4377,Sehr guter Service,Sehr guter Service,5
4378,"Meine Telefonberaterin nahm sich Zeit,mir alles ausführlich und geduldig zu erklären.Ich kam mit der Authentifizierung nicht zurecht. Vielen Dank",Zeit für die Kundin in meinem Fall,5
4379,"Ich hatte von ihnen eine freundliche und kompetenteMitarbeiterin am Telefon, die mich in meiner Angelegenheit auch aufklärend beraten und mir Hinweise gegeben hat, wie ich in Zukunft bei Anmeldungen übers Internet zu verfahren habe, um mir Unannehmlichkeiten zu sparen und keine Fehler mehr zu machen.Nochmals vielen Dank","Freundliche, hilfsbereite und kompetente Mitarbeiterin",5
4380,"Legitimation bzw. Identifizierung klappt es nicht!Ich versuchte mehrmals ein Depot Konto zu eröffnen ohne Erfolg, die Identifizierung funktioniert nicht. ",Legitimation bzw,1
4381,Die Dame am Telefon war sehr freundlich und zuvorkommend. Sie hat sich umgehend um eine Lösung meines Problems gekümmert. ,Die Dame am Telefon war sehr freundlich…,5
4382,"Die Beratung war sehr gut,es wurde gut erklärt.Nicht gefallen hat mir,musste über 10Minutenwarten bis endlich der richtige Mitarbeiterverfügbar war. Mich nerven diese Sprachcomputer.",Erreichbarkeit,4
4383,"Am 25.10.2024 habe ich ein Direkt-Depot beantragt und bis heute nichts mehr gehört. Erfolgreich legitimiert habe ich mich dem Postident Verfahren / Online-Ausweisfunktion.Am 08.11.2024 habe ich per E-Mail nachgefragt, eine Antwort habe ich nicht erhalten.Auch eine telefonische Nachfrage zum Status führte nicht zum Erfolg.Letztendlich habe ich den Antrag auf die Eröffnung des Direkt-Depots am 13.12.2024, per Email, widerrufen. Auch auf den Widerruf bis heute keine Reaktion.",Direkt Depot Eröffnung seit über 2 Monaten überfällig!,1
4384,"Mir wurde durch die Beraterin sehr schnell, sehr kompetent und sehr freundlich weitergeholfen. Das Problem durch die Serviceberaterin vollständig gelöst.",Mir wurde durch die Beraterin sehr gut geholfen ,5
4385,Top freundlicher Kundenservice!,Top freundlicher Kundenservice!,5
4386,Sehr nette und kompetente Beraterin am Telefon. Bin vollkommen zufrieden. ,Sehr nette und kompetente Beraterin am…,5
4387,"Wie immer und seit über 20 Jahren: tiptop Kundenservice, sehr kompetente und freundliche Mitarbeiter egal, um welche Themen es sich handelt.Sehr gut! Bitte weiter so!",Wie immer und seit über 20 Jahren,5
4388,"Sensationeller KundenserviceVon meinem Konto wurde über die Visa Karte ein Betrag abgebucht von einer mir unbekannten Person oder Firma. Nachdem ich das meldete, kam der Betrag nach 2 Tagen zurück und eine neue Visakarte lag auch schon im Briefkasten. Dieser Service war eine erfreuliche Erfahrung und erzeugt 100% Vertrauen ",Sensationeller Kundenservice,5
4389,"Katastrophaler Kundenservice.Ich habe per Email mehrfach die ing kontaktiert . Nichts passiert. Ich kann seit 4 Wochen mein Girokonto in der APP nicht sehen und auch keine Aufträge eingeben. Karten zu dem Konto sind auch nicht nutzbar. Seit 4 Wochen keine Hilfe vom Kundenservice . Warteschlange von über 30 Minuten. Bis heute ist das Problem nicht gelöst. Mitarbeiter belügen die Kunden. Aufträge werden nicht an die richtige Abteilung weitergeleitet. Zitate Mitarbeiter: Rufen Sie doch nicht so oft hieran. Das Problem ist in 48 Stunden gelöst. Wir leiten das Problem weiter. Wenn man nicht Millionen auf dem Konto hat, gibt es für die DIBA keinen Grund solche Fälle innerhalb von 4 Wochen zu bearbeiten. Haltet euch fern von der Bank. Geht lieber zu anderen Online Banken. Diba hat ihren Glanz verloren und verarscht auch nur noch die Kunden.",Katastrophaler Kundenservice.,1
4390,"lange Wartezeit durch maschinelles Ausschlußverfahren, dann aber professionelle und sehr freundliche Antworten erhalten","Kurz, präzis und professionell",5
4391,"Hallo, leider weiß ich den Namen nicht von den sehr netten Berater irgendwas mit I.G. ?Hat mir sehr geholfen bei der Widerrufung der Vollmacht und weiteren Punkten, alles zu vollsten Zufriedenheit erledigt. Ging sogar von der Wartezeit.Grüße von sehr zufriedene Kunden",Hallo vom sehr zufriedene Kunden,5
4392,"Unbürokratische, erfolgreiche Unterstützung bei der Rückforderung des Betrages bei einer nicht erfolgten und erfolglos nachgefragten Lieferung. Toll!",Erfolgreiche Rückforderung,5
4393,Höflicher Kontakt. Alle Detail Infos zur Ablösung eines Kredites bekommen und bereits umgesetzt. ,Höflicher Kontakt,5
4394,Schnell - kompetent - einfach klasse,Schnell,5
4395,Top Bank!Haben seit kurzem ein Giro und ein Tagesgeldkonto und die Einrichtung lief prima ab.,Top Bank!,5
4396,Freundliche Gespräch. Deutliche anweis wie ich de app auf meine neues Smartphone installieren zoll.Der Berater hat sich voldoende Zeit gegeben um mich gut zu helfen. ,Acurate deskundige hilfe,5
4397,"Sehr hilfreiches Telefonat, kompetente Mitarbeiterin und ausgesprochen hilfsbereit!",Sehr hilfreiches Telefonat,5
4398,"Im Dezember wollte ich ein Konto bei Ihrer Bank eröffnen. Es sollte ein Gemeinschaftskonto sein. Leider sind nicht alle Passwörter zum Öffnen der PDF-Dokumente bei uns angekommen. Daraufhin habe ich Ihre Bank am 18.12.2024 über dieses Problem informiert. Heute erhielt ich Ihre Antwort, dass der Vorgang nicht abgeschlossen sei und daher storniert wurde.Ich bin wirklich enttäuscht und schockiert darüber, wie Ihre Bank mit Kunden umgeht. Es ist für mich unverständlich, dass ich keine zeitnahe Rückmeldung erhalten habe und der Vorgang einfach ohne Rücksprache storniert wurde. Dies zeigt in meinen Augen mangelnde Kundenorientierung.Ich kann Ihre Bank daher nicht weiterempfehlen und werde dies auch definitiv nicht tun. Da ich selbst als Berater tätig bin und Kontoeröffnungen einen großen Teil meiner Beratung ausmachen, werde ich in Gesprächen auf Nachfrage von meinen Erfahrungen berichten.Bitte ersparen Sie mir Standardantworten, die an der Sache vorbeigehen. Ich hätte mir eine bessere Kommunikation und vor allem eine lösungsorientierte Herangehensweise gewünscht.",Im Dezember wollte ich ein Konto bei…,1
4399,"Sehr schlechter Service. Die ING Bank macht einem alles sehr schwer. Die komplette Kommunikation ist sehr beschwerlich und wenn man Hilfe braucht bekommt man sie nicht. Ich bin seit 5 Jahren dort Kunde und habe meine monatlichen Raten immer pünktlich bezahlt. Jetzt sollte ich meine Kundendaten aktualisieren. Auf dem Brief steht ein Link zum Online Login, wo ich meine Daten ändern kann. Doch aus nicht erfindlichen Gründen ist mein Online-Zugang gesperrt. Nachdem ich in der Telefonschleife 10 Minuten gebraucht habe um überhaupt die Option für einen Kundenberater wählen zu können und dann weitere 20 Minuten in der Schleife hing, fragte die sehr dominante Dame am Telefon auf meine Frage warum der Zugang gesperrt sei, wo denn jetzt das Problem sei, und dass sie das jetzt einfach macht.. Da ich ins Ausland gezogen bin kam nun heraus, dass es nur schriftlich per Post gehen würde (!!! wo leben wir- im letzten Jahrhundert?!!!) ",Sehr schlechter Kundenservice,1
4400,"Einfacher Wechsel, schnelle Bonuszahlung, gute Übersicht in der App",Empfehlenswert ,5
4401,Sehr nett und bemüht um schnelle Klärung. Vielen Dank!,Engagierter Mitarbeiter ,5
4402,Schnelle und unkomplizierte Hilfe per Hotline ,Hotline,5
4403,Eine App für alles.Konto und Depot eröffnet.Prämien schnell ausgezahlt.Nur zu empfehlen.👍,Eine App für alles.,5
4404,"In einem Anfall unsäglicher Dummheit habe ich Überweisungen gemacht, die mich 10.000e Euro gekostet hätten. 2 Stunden nach diesem Vorgang wurde ich von der Bank angerufen und gefragt, ob das mein Ernst sei. Dank dieser vorausschauenden Kontrolle und der Hilfe durch die Mitarbeiterinnen hatte ich nach wenigen Tagen mein gesamtes Geld wieder zurück. Meinen besten Dank dafür!!",Unterstützung bei Phishing,5
4405,"Ich habe eine äußerst positive Erfahrung mit der Mitarbeiterin des Kundenservice gemacht, sie war sehr freundlich, geduldig und zusätzlich kompetent, auch über den eigentlichen Kernbereich hinaus. Mit Ihrer Hilfe konnte ich das Problem, das den Zugriff auf mein Konto verursachte lösen. Ich vermeide i.d.R. Anrufe dieser Art, weil sie oft frustrierend verlaufen und es einem nicht gelingt, das Problem so zu schildern, dass es dann auch tatsächlich gelöst wird.",Äußerst positive Erfahrung im Kundenservice,5
4406,Bin schon seit Jahren bei dieser Bank (erste und einzige) und war stehts zufrieden. Die App und Webseite ist übersichtlich gestaltet und einfach zu verstehen. Viele Anliegen kann man ganz einfach online bearbeiten und ansonsten gibt es auch einen telefonisch Support. Leider ist dieser schwierigen zu erreichen ,Bewertung,4
4407,"Ich bin seit einem Monat Neukunde, und bin mit der App und der ING Bank zufrieden ",Ich bin seit einem Monat Neukunde,4
4408,Hatte Probleme mit der neu Installation der App. Mir wurde super und sehr geduldig weitergeholfen.,Hatte Probleme mit der neu Installation…,5
4409,"Ich habe meinen ING Kredit schnell und unkompliziert erhalten. Das ist das 2. Mal, daß ich einen ING Kredit benötige. Der Erste war schnell abbezahlt dank günstiger Konditionen. ",Schnelle Kreditzusage ,5
4410,Habe viele Jahre unser Haus mit der ING Diba finanziert und diesen Monat abgeschlosssen.Von Anfang an unkompliziert und auch während der Laufzeit überhaupt keine Probleme. Super Konditionen. ,Finanzierung über Jahre ohne Probleme,5
4411,Absolut positiv überrascht.Wurde freundlich und kompetent Schritt für Schritt durch mein Anliegen geführt und es wurde mir in allen Belangen geholfen.Vielen Dank für guten Service,Absolut positiv überrascht.,5
4412,"Freundlichkeit, Fachkompetenz, das Eingehen auf unsere Fragen, Zugewandtheit Ihrer Beraterin CHFSH",Kompetenz und Freundlichkeit,5
4413,Sehr freundliche Kundenbetreuung und absolut zielgerichtet ,Sehr freundliche Kundenbetreuung und…,5
4414,Super easy online Konto,Super easy online Konto,5
4415,"Erreichbarkeit, Hilfestellung und Freundlichkeit sind unschlagbar",Erreichbarkeit,5
4416,"Nachdem mir an einem institutsfremden Geldautomaten zu wenig Geld ausgezahlt wurde, ich mehrmals telefoniert und geschrieben hatte und ich die Hoffnung schon aufgegeben, erhielt ich nun die positive Nachricht, dass mir der Fehlbetrag erstattet wird. Das hätte ich fast nicht mehr erwartet. Vielen Dank für die positive Entscheidung.",Danke für die unkomplizierte Erstattung ,5
4417,"Die neuen AGBs habe ich zur Kenntnis genommen und akzeptiert. Demnach habe ich für eine Bargeldeinzahlung von bis zu 5000€ pro Tag 7,50€ zu bezahlen. Am 6.12. habe ich das gesamte Bargeld aus allen Spardosen aller Kinder und der ganzen Familie eingezahlt. Der Schlitz am Automaten war zu schmal für den Stapel Scheine und ich habe das sicherheitshalber in 4 Etappen eingezahlt, um nicht den Automaten zu verstopfen und eine technische Störung hervorzurufen. Von anderen Banken kenne ich das so, dass man nach jedem Zählvorgang gefragt wird, ob der Vorgang abgeschlossen werden soll oder man noch weitere Banknoten einlegen möchte. Dieser Schritt fehlt in Ihrem Vorgang und siehe da, am 09.12. wurden 4 Einzahlungsvorgänge berechnet - also statt 7,50€ knapp 30€!!!Das finde ich nicht in Ordnung! Es war EIN Einzahlvorgang für diesen Tag von 13:47 - 13:58 Uhr.  Dass der Einzahlschlitz zu schmal ist bzw. die Software nicht ausreichend programmiert ist kann doch nicht dem Kunden nachteilig berechnet werden!Freundlicherweise hat mir eine Dame im telefonischen Kundenservice eine Gutschrift i.H.v. 15,00€ eingestellt.Ich möchte trotzdem dringend darum bitten, dass Ing es technisch auch ermöglicht, dass man die erlaubten 5000€ pro Tag  in einem Rutsch einzahlen kann und nicht jede erzwungene Etappe einer Einzahlung als einzelne Einzahlung voll berechnet wird! ","Bargeldeinzahlung kompliziert, teuer und wird für den Kunden nachteilig berechnet",2
4418,"Ich habe am 20. Dezember über eine Ticket online Plattform Tickets gekauft, die es gar nicht gibt, was ich natürlich nicht wusste. Ich habe mit Apple Pay bezahlt und der Betrag von 309 € wurde vorgemerkt. Nachdem ich festgestellt habe, dass es dich um einen Betrug handelt, habe ich natürlich mit meiner Bank Kontakt aufgenommen, um das Geld zurückzubuchen. Sie sagt mir, es ginge nicht. Das Geld müsste erst überwiesen sein, bevor sie reagieren können dieses wurde dann am 22. Dezember von dem Unternehmen auch gemacht. Ich habe insgesamt dreimal mit meiner Bank Kontakt aufgenommen und jeweils über 30 Minuten in der Warteschleife gehangen, um dann zu erfahren, des mit mir Kontakt aufgenommen wird, um die Sache vielleicht zu meinen Gunsten zu regeln. Leider ist bis zu dem heutigen Tag von meiner Bank nichts gekommen, was ich sehr schade finde. Ich geh mal davon aus, dass das Geld weg ist.",Hilfe bei Betrug,1
4419,"Die ING Diba macht das Leben noch schwerer als es ohnehin schon ist.Mit dem Tod meiner Mutter fingen die Probleme an.Mir wurde der Zugang zu ihren Konten trotz Vollmacht gesperrt. Laufende Kosten konnten somit nicht mehr kontrolliert und umgemeldet werden. Ein direkter Kontakt zur ING ist quasi nicht möglich. Telefonisch / persönlich kann kein Mitarbeiter erreicht werden. Auf Mails wird nicht geantwortet. Nach Wochen kommt eine Standardmail mit einer Entschuldigung und der Hoffnung, dass Anliegen hätte ich sich von alleine gelöst.Einziger Kommunikationsweg ist per Brief. Willkommen in der Welt der Digitalisierung.Die Löschung der Konten ist trotz mehrfacher Aufforderung bis heute nicht erfolgt. Es wird einfach nicht der Arbeit nachgekommen. Anwaltliche Schritte sind bereits in die Wege geleitet.Wie hier die positiven Bewertungen zustande kommen, ist sehr fragwürdig. Repräsentativer sind da wohl eher die Erfahrungen anderer Plattformen.",kein Kundenservice vorhanden,1
4420,"Problemlose Kontoeröffnung ! Kundenservice, erklärt jeden Schritt. Bin sehr zufrieden ",Problemlose Kontoeröffnung ,5
4421,Die Dame hat mir zugehört und konnte mir die Lösung aufzeigen,Die Lösung Ing DiBa,5
4422,Sehr freundliche und kompetente Sachbearbeiterin. ,Freundliche und kompetent.,5
4423,Top Kundenservice schnell erreichbar ,Sehr zufrieden ,5
4424,"War mal vor 20 Jahren eine richtig gute Bank! Mit Super-Transparenz und telefonisch sehr guten Service! Was ja bei einer ""Direkt-Bank"" das A und O ""wäre!!!! Inzwischen fehlt mir sowohl die Transparenz, die Kulanz als auch als auch ein guter Online-Service. Die heutige Kommunikation hat wieder gezeigt, dass sowohl schriftliche Aussagen unzureichend sind, als auch die Telekommunikation nur teilweise  funktioniert. Daten können per Online-Banking NICHT abgerufen werden und das geschickte Video per E-Mail ist nicht abrufbar. Warum noch 3 Sterne? Vielleicht weil ich vielleicht noch hoffe, dass ""alles"" nur ein Versehen war?????",War mal vor 20 Jahren eine richtig gute…,3
4425,"Ich muss sagen, dass alles wirklich gut geklappt hat. Von der Kontoeröffnung bis zur Kartenfreischaltung, auch der Kreditvergabe, der Werberprämie und auch dem Bonus für Neueröffnung war alles reibungslos. Das hat ING wirklich drauf. Auch die App/Software läuft tadellos. Ich bin aktuell sehr froh, dass ich den Schritt weg von der CoBa hin zur ING endlich gemacht habe.",Alles tadellos gelaufen,5
4426,"Die Information entsprach nicht dem gewünschten, leider durfte der Mitarbeiter keine weiteren Auskünfte erteilen. Die Hinweise waren jedoch hilfreich um weitere Aktivitäten in die Wege leiten zu können, somt positiv.Es ist nur schade, dass man über einer halben Stunde in der Warteschleife der ING hängt bevor ein Kontakt mit einem kompetenten Mitarbeiter zu Stande kommt. ",Hilfreiche Information erhalten,4
4427,Bisher sehr zufrieden und absolut benutzerfreundlich. ,Bisher sehr zufrieden und absolut…,5
4428,"Ich bin seit Jahren zufriedener Kunde der ING und kann die Bank nur weiterempfehlen. Die Kontoführung ist einfach und übersichtlich, die App funktioniert einwandfrei, und sämtliche Bankgeschäfte lassen sich bequem digital abwickeln. Besonders schätze ich die schnellen Reaktionszeiten des Kundenservice und die fairen Konditionen – keine versteckten Gebühren! Zudem sind die Sparprodukte attraktiv und transparent. Für alle, die eine zuverlässige und moderne Bank suchen, ist die ING eine erstklassige !!!",Zufriedenheit ,5
4429,1.Einfache und intuitive Anmeldung 2. Ehrliche Transparenz der Kontenanlage 3. Versprechen und Bonis wurden perfekt umgesetzt 4. Einfache und intuitive Nutzung der App 5. Karten Nutzung ohne Probleme ,Professionelle App ,4
4430,"Hervorragender Kundenservice.Einziges Manko der Bank ist die nicht vorhandene Möglichkeit, eine kostenlose Bargeldeinzahlung auf das eigene Konto vorzunehmen.Desweiteren wäre es hilfreich, bei Onlineüberweisungen die Bank des Empfängerkontos nach Eingabe der Ibannummer zur Kontrolle namentlich anzuzeigen.",Hervorragender Kundenservice.,4
4431,Sehr gute Information und wertvolle Hinweise ,Wertvolle Information ,5
4432,"Ich wurde Opfer einer Phishing Mail, weil ich auf den in der Mail enthaltenen Link geklickt hatte. ING hat alle Konten durch sofortige Sperrung geschützt. Und obwohl die Kriminellen zur rechtswidrigen Abbuchung von meinem Konto einen nicht stornierbaren Bankvorgang gewählt haben, ist es ING gelungen, den illegal abgebuchten Geldbetrag zurückzuholen. Toller Kundenservice, der den Schaden aus MEINEM Fehler wieder ausgeglichen hat. Sehr beeindruckend!",Schadensausgleich nach Phishing Mail,5
4433,Der Kundenberater konnte schnell und kompetent weiterhelfen. Nach einer längeren Zeit in der telefonischen Warteschleife wurden mir zu zwei Belangen schnell weiter geholfen. Warten auf ein persönliches Gespräch mit einem Kundenberater lohnt sich!!!,Schwierigkeiten mit Zugangsdaten,5
4434,Klasse und sehr freundliche Beratung. Vielen Dank 🤩 ,Klasse und sehr freundliche Beratung,5
4435,Die Bank ist ein Wert wolle und Kompetenten Einrichtung. ,A.Baciu,4
4436,"Super Telefonservice, hilfreiche Mitarbeiterinnen, Reklamationen die schnell bearbeitet werden, unkomplizierte Geldrückerstattung.Ich bin seit über 10 Jahren Kunde und sehr zufrieden.",Banking wie es sein sollte...!,5
4437,"Sehr gute und übersichtliche App, die versprochenen Prämien werden pünktlich und wie angegeben bezahlt.Einziger Kritikpunkt ist das fehlende Multibanking.",Sehr gute und übersichtliche App,5
4438,"Seit vielen Jahren bin ich Kunde und es gab sicher auch mal ""Kleinigkeiten"" zu erledigen, was stets erledigt werden konnte im Gespräch mit der Ing. Entscheident ist, dass ich sagen kann ich bin froh Kunde bei der Ing zu sein.",Seit vielen Jahren bin ich Kunde und es…,5
4439,"Ich bin seit 12 Jahren Kunde und war immer überwiegend zufrieden. Jetzt aber muss ich mich doch sehr ärgern. Es wurden mit meiner EC-Karte zwei Zahlungen vorgenommen, allerdings nicht von mir. Ich habe dies der Bank mit entsprechendem Formular mitgeteilt und Anzeige bei der Polizei erstattet, wofür ich 2 Stunden dort sitzen musste. Ich bin davon ausgegangen, dass mir die ING den Betrag von rund 50 Euro erstattet, notfalls im Wege der Kulanz. Aber hier war ich im Irrtum. Nach kurzem Schriftverkehr lehnte die Bank eine Erstattung ab, unterstellt mir als langjährigem, solventen Kunden, selber schuld zu sein. Ein Betrug durch andere, sei hier nicht möglich. Aha, die ING nimmt fürsich in Anspruch, alle aktuellen Betrugsmaschen zu kennen. Dafür meinen Respekt. Mein Vertrauensverhältnis zur ING ist seither gestört.Außerdem: endlose Warteschleifen am Telefon und immer schlechtere Konditionen.Meine Begeisterung für das Online-Banking hat nach diesen Erfahrungen deutlich nachgelassen. Auch wenn es old school ist, überlege ich, zu einer klassischen Bank mit Ansprechpartner zurück zu gehen.",ING verweigert Kulanz,1
4440,Eigentlich schreibe ich nie Bewertungen. Da ich aber bei meiner letzten Bank mit der telefonischen Kundenberatung sehr schlechte Erfahrungen gesammelt habe. Möchte ich hiermit meine positive Erfahrung mit der Kundenberaterin Frau B.G. erwähnen. Frau B.G. hat mich schon zweimal telefonisch sehr gut und ausführlich beraten.Vielen Dank:),Sehr gute Telefonberatung,5
4441,Sehr freundlicher Kundendienst. Die Bank hatte einen Fehler gemacht und das wurde nach kurzer Prüfung sofort zugegeben ich bekam eine Entschuldigung und die Korrektur inklusive einer Entschädigung wurde in Gang gebracht. ,Sehr freundlicher Kundendienst,5
4442,"Meine Partnerin hat die PIN für die App vergessen und kann auf nichts zugreifen. Die Verifizierung mit dem Personalausweis funktioniert nicht, und wir sind kürzlich umgezogen, sodass uns auch kein Brief zugeschickt werden kann.Meine Partnerin hatte gehofft, dass der Kundenservice das Problem lösen könnte, aber das war leider nicht der Fall. Bei ING ist es eine schier unmögliche Mission, einen Ansprechpartner zu erreichen, wenn man keinen Zugriff auf die App hat. Als sie schließlich mit meinen Daten jemanden erreichen konnte, wurde der Anruf nach zwei Minuten einfach beendet, ohne eine Lösung anzubieten.",Der schlechteste Kundenservice,1
4443,Wechsel zu ING Deutschland problemlos ,Wechsel zu ING Deutschland problemlos,5
4444,Die Freundlichkeit ihrer Mitarbeiter hat mich sehr beeindruckt.Mir wurde trotz meiner Aufgeregtheit sehr geholfen. Vielen Vielen Dank für Ihre Hilfe Mit freundlichen Grüßen TM,Die Freundlichkeit ihrer Mitarbeiter…,5
4445,"Schnell und unkompliziert!!! Herzlichen Dank, super Service…",Schnell und unkompliziert!!,5
4446,Der schlechteste Kundensupport überhaupt. Bitte aufpassen. Hier habt ihr wenn ihr mal Probleme mit dem Konto habt quasi gar keinen Support. Hier stimmt leider nichts mehr. ,Der schlechteste Kundensupport…,1
4447,"Ich bin erst seit zwei Jahren dort und wegen der kostenlosen Kontogebühren und der einigermaßen Zinsen. Auch die kostenlose Visa ARD war ein Punkt für mich. Übersichtlich und einfach zu bedienende App spricht auch für sich.Plötzlich gibt es aber nun deutlich weniger Zinsen auf dem Extrakonto, die Girocard statt 98 Cent kostet nun 1,49 Euro. Ich schaue mich um ob ich nicht woanders bessere Konditionen bekomme, es sei denn die Ing Diba ändert noch etwas. Was mich auch sehr ärgert, Bestandskunden bekommen auf die Einlagen auf ein weiteres Extrakonto nicht die, 3,5 % [+-] Da ich eine Erbschaft erwarte, gehe ich mit dem Geld ganz sicher zu einer anderen Bank und nehme evtl. das von der ING gleich mit. Ich verstehe ja das die Kosten höher werden aber so wie jetzt geschehen finde ich nicht ok",Ich bin nicht mehr wirklich zufrieden,3
4448,"Nach dem Wechsel zu einem neuen Smartphone hatte ich ein Problem mit der Aktivierung der ING-App, welches ich selbst nicht lösen konnte. Ich schrieb am 09.01.2025 abends eine E-Mail an ing.de und bat um Unterstützung. Am 10.01.2025, 11:46 Uhr, hatte ich per Mail eine Schritt für Schritt Anleitung zur Behebung des Problems. Nun funktioniert alles  wieder perfekt. Vielen Dank für diesen schnellen und vorbildlichen Service.",Schneller und vorbildlicher Service,5
4449,Die Mitarbeiterin war sehr hilfsbereit und sehr nett. ,Die Mitarbeiterin war sehr hilfsbereit…,5
4450,Service war ausgezeichnet. Problematik wurde sofort gelöst!,Service war ausgezeichnet,5
4451,Nach meiner Erfahrung ist die ING DiBa eine sehr gute Bank bei der mein Geld deponiert ist. Wenn es Probleme gibt hilft sie die Angelegenheiten zu lösen.,Bank des Vertrauens,5
